file: votematrix-lords.csv covering lords
file created: Sat Feb  9 11:29:46 2013by http://www.publicwhip.org.uk/
1054 mps
1708 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
100351	Kingsdown		XB	http://publicwhip.com/mp.php?mpid=100351
100352	Kingsland		Con	http://publicwhip.com/mp.php?mpid=100352
100916	Kingsmill		Lab	http://publicwhip.com/mp.php?mpid=100916
100834	Kinnock		Lab	http://publicwhip.com/mp.php?mpid=100834
100353	Kirkham		Con	http://publicwhip.com/mp.php?mpid=100353
100354	Kirkhill		Lab	http://publicwhip.com/mp.php?mpid=100354
100356	Knights		XB	http://publicwhip.com/mp.php?mpid=100356
101085	Kramer		LDem	http://publicwhip.com/mp.php?mpid=101085
100952	Krebs		XB	http://publicwhip.com/mp.php?mpid=100952
100813	Laidlaw		Con	http://publicwhip.com/mp.php?mpid=100813
100358	Laird		UUP	http://publicwhip.com/mp.php?mpid=100358
100359	Laming		XB	http://publicwhip.com/mp.php?mpid=100359
100361	Lane		XB	http://publicwhip.com/mp.php?mpid=100361
100365	Layard		Lab	http://publicwhip.com/mp.php?mpid=100365
100796	Leitch		Lab	http://publicwhip.com/mp.php?mpid=100796
100369	Levy		Lab	http://publicwhip.com/mp.php?mpid=100369
101087	Lexden		Con	http://publicwhip.com/mp.php?mpid=101087
101014	Liddle		Lab	http://publicwhip.com/mp.php?mpid=101014
101077	Lingfield		Con	http://publicwhip.com/mp.php?mpid=101077
100374	Lipsey		Lab	http://publicwhip.com/mp.php?mpid=100374
100381	Lloyd-Webber		Con	http://publicwhip.com/mp.php?mpid=100381
100382	Lockwood		Lab	http://publicwhip.com/mp.php?mpid=100382
101096	Loomba		LDem	http://publicwhip.com/mp.php?mpid=101096
100748	Lovell-Davis		Lab	http://publicwhip.com/mp.php?mpid=100748
100385	Lucas		Con	http://publicwhip.com/mp.php?mpid=100385
100386	Luce		XB	http://publicwhip.com/mp.php?mpid=100386
100387	Ludford		LDem	http://publicwhip.com/mp.php?mpid=100387
100388	Luke		Con	http://publicwhip.com/mp.php?mpid=100388
100389	Lyell		Con	http://publicwhip.com/mp.php?mpid=100389
100409	Maddock		LDem	http://publicwhip.com/mp.php?mpid=100409
100411	Mallalieu		Lab	http://publicwhip.com/mp.php?mpid=100411
100955	Malloch-Brown		Lab	http://publicwhip.com/mp.php?mpid=100955
100413	Mancroft		Con	http://publicwhip.com/mp.php?mpid=100413
100981	Mandelson		Lab	http://publicwhip.com/mp.php?mpid=100981
100975	Manningham-Buller		XB	http://publicwhip.com/mp.php?mpid=100975
101020	Maples		Con	http://publicwhip.com/mp.php?mpid=101020
100912	Marland		Con	http://publicwhip.com/mp.php?mpid=100912
100416	Marlesford		Con	http://publicwhip.com/mp.php?mpid=100416
100417	Marsh		XB	http://publicwhip.com/mp.php?mpid=100417
100863	Mawhinney		Con	http://publicwhip.com/mp.php?mpid=100863
100953	Mawson		XB	http://publicwhip.com/mp.php?mpid=100953
100799	Maxton		Lab	http://publicwhip.com/mp.php?mpid=100799
101017	McAvoy		Lab	http://publicwhip.com/mp.php?mpid=101017
100392	McCarthy		Lab	http://publicwhip.com/mp.php?mpid=100392
100393	McCluskey		XB	http://publicwhip.com/mp.php?mpid=100393
100773	McConnell		XB	http://publicwhip.com/mp.php?mpid=100773
100803	McDonagh		Lab	http://publicwhip.com/mp.php?mpid=100803
100408	McNally		LDem	http://publicwhip.com/mp.php?mpid=100408
100940	Meacher		XB	http://publicwhip.com/mp.php?mpid=100940
100424	Merlyn-Rees		Lab	http://publicwhip.com/mp.php?mpid=100424
100425	Methuen		LDem	http://publicwhip.com/mp.php?mpid=100425
100431	Mishcon		Lab	http://publicwhip.com/mp.php?mpid=100431
100432	Mitchell		Lab	http://publicwhip.com/mp.php?mpid=100432
100973	Mogg		XB	http://publicwhip.com/mp.php?mpid=100973
100750	Molloy		Lab	http://publicwhip.com/mp.php?mpid=100750
101069	Monks		Lab	http://publicwhip.com/mp.php?mpid=101069
100435	Monson		XB	http://publicwhip.com/mp.php?mpid=100435
100861	Moonie		Lab	http://publicwhip.com/mp.php?mpid=100861
100440	Moran		XB	http://publicwhip.com/mp.php?mpid=100440
100441	Morgan		Lab	http://publicwhip.com/mp.php?mpid=100441
100922	Morrow		DUP	http://publicwhip.com/mp.php?mpid=100922
100445	Moser		XB	http://publicwhip.com/mp.php?mpid=100445
